Map,MatchStatus,Team A score,Team B score
Cache,W,16,8
Inferno,L,14,16
Cobblestone,W,16,7
Train,W,16,12
Dust2,W,16,11
Cobblestone,W,16,8
Cache,L,14,16
Train,L,6,16
Inferno,L,7,16
Cache,W,16,9
Overpass,L,4,16
Dust2,L,13,16
Dust2,L,10,16
Cobblestone,W,16,13
Overpass,W,16,3
Train,L,16,19
Train,L,8,16
Dust2,L,2,16
Inferno,L,20,22
Dust2,W,16,6
Cobblestone,L,7,16
Inferno,W,16,10
Cache,W,16,6
Dust2,W,16,7
Cobblestone,L,7,16
Inferno,W,16,9
Train,L,9,16
Dust2,W,16,3
Train,L,1,16
Overpass,L,16,19
Cobblestone,L,13,16
Train,W,16,6
Inferno,W,16,2
Dust2,W,16,13
Cache,W,16,10
Dust2,W,16,13
Overpass,L,10,16
Inferno,W,16,6
Cache,W,16,13
Train,W,16,5
Cache,L,13,16
Dust2,L,14,16
Inferno,W,19,16
Overpass,W,16,7
Train,W,16,12
Inferno,W,16,12
Dust2,L,15,19
Cobblestone,W,16,13
Train,W,16,12
Dust2,W,16,6
Cache,L,8,16
Overpass,W,16,6
Train,L,14,16
Train,W,16,12
Cache,W,16,11
Inferno,W,16,14
Dust2,W,16,13
Overpass,L,10,16
Dust2,W,16,13
Overpass,L,8,16
Inferno,L,7,16
Dust2,W,16,13
Overpass,W,16,9
Train,W,16,3
Dust2,L,17,19
Inferno,L,7,16
Cobblestone,L,5,16
Cache,W,16,8
Inferno,L,10,16
Cobblestone,L,10,16
Inferno,W,16,6
Dust2,L,14,16
Train,W,16,11
Cache,W,16,3
Cache,L,15,19
Overpass,W,16,13
Train,L,11,16
Cobblestone,W,16,6
Train,W,16,13
Cache,L,17,19
Mirage,L,4,16
Train,L,16,21
Inferno,L,2,16
Cache,L,8,16
Train,L,14,16
Dust2,L,17,19
Mirage,W,16,11
Cache,W,16,14
Inferno,L,6,16
Inferno,L,7,16
Train,L,9,16
Dust2,W,16,4
Cobblestone,W,16,14
Cache,L,7,16
Overpass,L,9,16
Mirage,W,16,6
Cache,L,12,16
Inferno,W,16,13
Cache,W,16,7
Inferno,W,16,9
Dust2,W,16,11
Inferno,L,5,16
Dust2,W,16,9
Mirage,W,16,7
Cache,L,1,16
Mirage,L,6,16
Mirage,W,16,10
Inferno,W,16,14
Train,L,5,16
Dust2,W,16,10
Mirage,L,14,16
Cache,W,16,12
Inferno,W,16,14
Mirage,L,6,16
Overpass,L,7,16
Cache,W,16,5
Cache,W,16,7
Mirage,W,19,17
Cache,W,16,10
Train,W,16,13
Mirage,W,16,11
Cache,W,16,10
Train,W,16,14
Inferno,W,16,4
Cache,L,19,22
Inferno,L,13,16
Dust2,W,16,13
Cache,W,16,7
Inferno,L,12,16
Dust2,W,16,12
Cache,L,7,16
Inferno,L,21,25
Dust2,W,16,10
Train,W,19,17
Cache,W,16,10
Cache,W,16,5
Inferno,L,12,16
Mirage,W,19,16
Dust2,L,6,16
Inferno,W,16,8
Cache,L,10,16
Dust2,W,16,11
Inferno,L,12,16
Cache,W,16,10
Inferno,W,16,3
Train,W,16,9
Train,L,12,16
Cache,W,16,10
Dust2,L,10,16
Dust2,L,19,21
Train,L,12,16
Dust2,L,13,16
Dust2,L,12,16
Overpass,W,19,16
Train,L,13,16
Inferno,W,16,7
Train,L,12,16
Dust2,L,5,16
Train,W,16,2
Train,W,16,13
Dust2,W,16,4
Cache,W,16,10
Dust2,W,16,6
Cache,W,16,8
Dust2,W,16,5
Train,W,16,4
Mirage,W,16,9
Cache,L,11,16
Mirage,L,11,16
Dust2,L,8,16
Inferno,W,16,13
Mirage,W,16,9
Cache,W,16,14
Inferno,L,12,16
Cache,W,21,17
Cache,L,9,16
Cache,W,16,5
Cobblestone,L,5,16
Cache,L,10,16
Train,L,11,16
Cobblestone,L,15,19
Cache,L,3,16
Overpass,W,16,12
Cache,W,16,12
Cobblestone,L,6,16
Cobblestone,L,10,16
Mirage,L,11,16
Dust2,L,9,16
Cache,L,8,16
Cobblestone,W,16,8
Mirage,L,5,16
Overpass,W,16,6
Overpass,W,16,13
Mirage,L,8,16
Overpass,L,16,19
Cache,L,18,22
Overpass,W,16,10
Cobblestone,W,16,12
Mirage,L,12,16
Cache,L,16,19
Cobblestone,L,3,16
Dust2,L,8,16
Overpass,L,7,16
Dust2,L,14,16
Mirage,L,2,16
Cobblestone,W,16,5
Cache,W,16,12
Cache,W,16,11
Mirage,W,16,7
Overpass,L,9,16
Mirage,L,10,16
Mirage,L,2,16
Dust2,W,16,10
Cobblestone,L,9,16
Cache,L,12,16
Cache,W,16,9
Mirage,L,9,16
Train,W,16,13
Overpass,W,16,12
Mirage,L,14,16
Cache,W,16,11
Cache,W,16,11
Dust2,W,22,19
Cache,L,3,16
Train,L,3,16
Mirage,W,16,8
Cobblestone,L,13,16
Mirage,L,14,16
Cache,W,16,11
Mirage,W,16,2
Overpass,W,16,5
Cache,W,19,16
Dust2,W,19,17
Mirage,W,16,6
Cache,L,10,16
Train,L,8,16
Mirage,L,9,16
Cache,L,10,16
Train,L,14,16
Overpass,L,13,16
Mirage,W,16,5
Cache,L,17,19
Overpass,W,16,13
Mirage,W,16,7
Dust2,L,7,16
Cache,W,16,7
Overpass,L,7,16
Mirage,W,16,13
Mirage,L,11,16
Cache,W,16,12
Dust2,L,8,16
Dust2,W,16,12
Mirage,W,16,13
Train,L,2,16
Cobblestone,L,12,16
Cobblestone,W,16,5
Dust2,L,13,16
Mirage,W,16,8
Cobblestone,W,16,13
Mirage,W,16,13
Cache,W,19,15
Cache,L,9,16
Cobblestone,L,6,16
Cobblestone,L,11,16
Cache,L,13,16
Mirage,W,25,21
Mirage,W,16,2
Cache,W,16,12
Mirage,W,16,12
Cache,L,14,16
Mirage,W,16,7
Overpass,W,16,10
Nuke,W,16,5
Mirage,W,16,4
Mirage,L,14,16
Cache,W,16,14
Dust2,L,8,16
Nuke,L,6,16
Cobblestone,L,4,16
Mirage,L,3,16
Cache,L,13,16
Mirage,L,0,16
Nuke,W,16,10
Mirage,L,9,16
Overpass,W,16,6
Cobblestone,W,16,11
Cache,L,9,16
Overpass,W,16,4
Mirage,W,16,5
Cobblestone,L,12,16
Cache,W,16,11
Dust2,W,16,10
Mirage,W,16,2
Cache,L,10,16
Mirage,L,11,16
Nuke,L,8,16
Cobblestone,L,5,16
Dust2,L,13,16
Mirage,W,16,7
Cache,L,12,16
Mirage,L,17,19
Cache,L,14,16
