Map,MatchStatus,Team A score,Team B score
Inferno,W,16,5
Overpass,W,16,14
Overpass,W,16,13
Overpass,W,16,0
Cache,L,13,16
Inferno,W,16,7
Inferno,L,3,16
Cache,W,16,12
Cache,L,13,16
Inferno,L,5,16
Cache,L,10,16
Inferno,L,11,16
Cache,W,16,9
Nuke,L,4,16
Nuke,L,14,16
Cache,W,16,8
Cobblestone,L,13,16
Dust2,W,16,5
Inferno,L,3,16
Nuke,L,13,16
Cache,L,10,16
Cobblestone,L,8,16
Cache,W,16,5
Nuke,W,16,10
Inferno,L,5,16
Nuke,L,8,16
Cobblestone,W,16,9
Cobblestone,W,16,5
Inferno,W,16,9
Cache,L,17,19
Overpass,L,8,16
Inferno,L,11,16
Nuke,W,16,14
Cache,L,7,16
Dust2,W,16,2
Cobblestone,L,20,26
Dust2,W,16,13
Dust2,W,16,14
Inferno,W,16,2
Dust2,L,2,16
Nuke,W,16,7
Mirage,L,4,16
Mirage,L,14,16
Inferno,L,16,19
Inferno,L,10,16
Train,L,12,16
Season,W,16,7
Train,W,16,11
Mirage,L,12,16
Cache,W,16,14
Dust2,L,5,16
Cache,W,16,1
Inferno,L,5,16
Cache,L,8,16
Overpass,L,12,16
Mirage,W,16,10
Dust2,W,16,14
Dust2,W,16,9
Inferno,W,16,14
Mirage,W,16,12
Dust2,W,16,14
Inferno,L,10,16
Inferno,L,7,16
Dust2,W,16,6
Cache,W,16,11
Dust2,W,16,5
Inferno,W,16,10
Inferno,L,6,16
Cache,W,16,11
Dust2,L,11,16
Inferno,L,6,16
Overpass,W,16,10
Nuke,W,16,3
Mirage,W,16,2
Dust2,W,16,6
Dust2,W,16,11
Cobblestone,L,14,16
Dust2,L,14,16
Nuke,W,16,8
Mirage,W,16,14
Dust2,W,22,18
