Map,MatchStatus,Team A score,Team B score
Cobblestone,L,11,16
Cobblestone,W,16,13
Train,W,16,13
Nuke,W,16,5
Overpass,W,16,1
Mirage,L,9,16
Train,L,2,16
Overpass,W,16,11
Nuke,W,16,9
Cobblestone,W,16,11
Train,L,11,16
Train,W,16,14
Cobblestone,W,16,11
Train,L,6,16
Dust2,L,3,16
Mirage,W,16,10
Dust2,L,11,16
Cobblestone,W,19,16
Overpass,W,16,13
Cobblestone,W,16,13
Dust2,L,4,16
Nuke,W,19,15
Train,W,16,10
Mirage,L,13,16
Overpass,W,16,6
