Map,MatchStatus,Team A score,Team B score
Cobblestone,L,10,16
Overpass,L,10,16
Mirage,L,11,16
Overpass,W,19,15
Mirage,W,22,18
Cobblestone,W,16,13
Inferno,L,11,16
Dust2,L,4,16
Mirage,W,16,5
Dust2,W,16,5
Mirage,W,16,9
Inferno,L,11,16
Dust2,L,19,21
Overpass,L,8,16
Dust2,L,10,16
Overpass,W,16,6
Overpass,L,11,16
Dust2,L,9,16
Overpass,L,11,16
Train,L,24,26
Inferno,L,6,16
Overpass,W,16,12
Dust2,W,16,4
Mirage,L,12,16
Overpass,W,16,6
Inferno,W,16,13
Train,L,13,16
Mirage,L,10,16
Inferno,L,13,16
Cobblestone,W,16,14
Inferno,L,2,16
Overpass,W,19,17
Mirage,L,9,16
Inferno,L,11,16
Train,W,16,9
Mirage,W,21,15
Mirage,L,15,19
Cobblestone,W,16,7
Cache,L,11,16
Overpass,L,8,16
Dust2,W,16,14
Overpass,W,16,9
Cobblestone,W,16,8
Inferno,L,22,25
Mirage,W,16,13
Train,L,5,16
Overpass,L,15,19
Dust2,W,16,8
Overpass,W,16,3
Mirage,W,16,10
Overpass,W,16,10
Dust2,L,5,16
Train,L,5,16
Mirage,W,16,6
Overpass,W,16,6
Inferno,L,11,16
Dust2,W,16,9
Cobblestone,L,14,16
Overpass,W,16,12
Overpass,W,16,14
Dust2,L,14,16
Inferno,W,16,3
Inferno,W,16,1
Mirage,W,16,9
Train,W,16,5
Overpass,W,16,8
Inferno,W,16,7
Mirage,W,16,2
Overpass,W,16,8
Mirage,W,16,2
Inferno,W,16,11
Train,L,8,16
Mirage,L,7,16
Cobblestone,L,10,16
Cobblestone,W,16,3
Dust2,L,9,16
Overpass,L,10,16
Dust2,L,12,16
Mirage,W,16,14
Overpass,L,6,16
Mirage,W,16,11
Cobblestone,W,16,13
Overpass,W,16,10
Mirage,W,16,7
Overpass,L,23,25
Cobblestone,W,21,15
Cobblestone,L,10,16
Inferno,L,6,16
Dust2,L,6,16
Mirage,L,5,16
Inferno,W,25,23
Overpass,W,16,4
Dust2,L,10,16
Cobblestone,W,16,14
Inferno,W,16,5
Cobblestone,W,16,4
Dust2,L,13,16
Overpass,W,16,11
Cobblestone,L,8,16
Inferno,W,16,14
Cobblestone,W,16,13
Dust2,W,16,3
Overpass,L,11,16
Cache,L,8,16
Cobblestone,L,9,16
Train,L,14,16
Mirage,L,9,16
Inferno,W,16,7
Overpass,W,16,11
Cobblestone,L,11,16
Cobblestone,W,16,13
Mirage,W,16,9
Inferno,L,16,19
Cache,L,12,16
Cobblestone,L,2,16
Overpass,W,16,3
Cobblestone,W,19,17
Dust2,L,1,16
Overpass,W,16,13
Cobblestone,L,10,16
Train,L,5,16
Dust2,L,6,16
Inferno,L,17,19
Overpass,L,17,19
Mirage,W,16,8
Train,W,16,13
Cobblestone,L,11,16
Dust2,L,13,16
Inferno,L,14,16
Overpass,W,16,9
Mirage,W,16,10
Overpass,W,19,16
Mirage,W,16,2
Dust2,L,10,16
Train,W,16,7
Dust2,W,16,4
Inferno,W,16,8
Train,L,9,16
Overpass,W,16,14
Train,W,16,14
Mirage,W,16,4
Train,W,16,4
Inferno,W,16,1
Mirage,L,14,16
Cobblestone,W,16,12
Cache,W,16,14
Train,L,17,19
Cobblestone,W,16,8
Mirage,W,16,11
Train,W,16,11
Cobblestone,W,16,12
Mirage,L,14,16
Mirage,L,12,16
Dust2,W,16,14
Inferno,W,16,9
Dust2,W,16,7
Mirage,W,16,8
Inferno,L,22,25
Train,L,17,19
Inferno,W,16,9
Dust2,W,16,12
Inferno,W,16,1
Cobblestone,W,16,3
Overpass,L,10,16
Mirage,L,13,16
Overpass,L,11,16
Dust2,W,16,2
Inferno,W,16,5
Cobblestone,W,16,14
Mirage,L,11,16
Overpass,W,16,7
Mirage,L,13,16
Inferno,W,16,14
Dust2,W,16,3
Overpass,W,16,3
Overpass,L,19,21
Cobblestone,W,16,9
Dust2,L,15,19
Dust2,W,16,13
Overpass,W,16,6
Mirage,L,13,16
Cache,L,8,16
Overpass,W,16,6
Mirage,W,16,1
Cache,W,16,11
Mirage,L,8,16
Cache,L,13,16
Overpass,W,16,14
Mirage,W,16,14
Inferno,L,8,16
Overpass,W,16,10
Cobblestone,W,16,8
Dust2,W,16,11
Mirage,W,16,4
Dust2,L,14,16
Cobblestone,W,16,9
Inferno,W,16,10
Mirage,W,16,9
Dust2,W,21,18
Mirage,L,5,16
Dust2,W,16,11
Inferno,W,16,2
Dust2,L,14,16
Mirage,W,16,12
Dust2,W,21,18
Dust2,L,14,16
Mirage,W,16,10
Inferno,W,31,28
Inferno,W,16,12
Cobblestone,W,16,13
Cache,L,7,16
Mirage,W,16,12
Cobblestone,W,16,12
Overpass,W,16,7
Inferno,L,15,19
Cobblestone,W,16,3
Mirage,W,16,4
Inferno,W,16,9
Mirage,W,16,4
Cache,L,5,16
Inferno,L,12,16
Mirage,W,16,2
Cobblestone,L,11,16
Mirage,L,14,16
Cobblestone,L,14,16
Overpass,W,16,5
Cache,L,6,16
Cache,W,16,3
Mirage,W,16,11
Inferno,L,11,16
Overpass,W,16,11
Dust2,W,16,9
Inferno,L,19,21
Cache,L,10,16
Dust2,L,11,16
Nuke,L,2,16
Overpass,L,14,16
Inferno,W,16,12
Overpass,W,16,11
Dust2,W,19,15
Inferno,L,11,16
Cache,L,3,16
Mirage,L,13,16
Inferno,W,16,12
Inferno,W,16,3
Mirage,W,16,8
Dust2,L,12,16
Inferno,L,4,16
Cobblestone,L,3,16
Dust2,W,16,14
Cache,L,12,16
Inferno,W,16,3
Cobblestone,L,7,16
Mirage,W,16,2
Mirage,L,7,16
Mirage,W,16,11
Overpass,W,16,8
Inferno,W,16,12
Overpass,W,16,11
Mirage,W,16,14
Cobblestone,L,9,16
Dust2,L,11,16
Inferno,L,11,16
Mirage,W,16,13
Cobblestone,W,16,3
Overpass,W,19,15
Nuke,L,2,16
Mirage,W,16,8
Inferno,L,3,16
Nuke,W,16,11
Mirage,L,12,16
Overpass,L,14,16
Inferno,L,10,16
Nuke,W,16,13
Overpass,W,16,13
Mirage,W,16,5
Dust2,W,16,14
Nuke,W,16,10
Inferno,W,16,7
Inferno,W,16,5
Dust2,L,2,16
Inferno,L,17,19
Dust2,W,16,13
Mirage,L,8,16
Nuke,W,16,14
Inferno,W,16,14
Mirage,W,16,14
Dust2,L,1,16
Mirage,L,6,16
Overpass,W,16,12
Dust2,W,19,17
Inferno,L,9,16
Mirage,W,16,11
Dust2,W,16,10
Overpass,W,16,12
Inferno,W,16,10
Inferno,L,7,16
Overpass,L,8,16
Dust2,W,16,4
Overpass,L,10,16
Mirage,L,9,16
Overpass,W,16,13
Dust2,L,6,16
Cache,L,6,16
Mirage,W,16,1
Overpass,L,17,19
Inferno,W,16,12
Mirage,W,16,14
Inferno,W,16,7
Season,W,16,14
Mirage,L,16,19
Dust2,W,16,7
Season,L,15,15
Mirage,W,16,8
Season,L,13,16
Dust2,W,16,11
Dust2,W,16,8
Mirage,W,16,4
Season,W,16,14
Mirage,W,16,5
Mirage,W,16,10
Season,W,16,6
Season,W,16,6
Dust2,L,14,16
Train,W,16,11
Inferno,L,3,16
Mirage,W,19,17
Mirage,W,16,8
Inferno,W,16,11
Dust2,L,5,16
Inferno,L,6,16
Mirage,L,11,16
Inferno,W,16,14
Dust2,W,16,6
Nuke,L,14,16
Dust2,W,16,7
Inferno,L,11,16
Dust2,W,19,17
Inferno,L,12,16
Inferno,W,16,6
Mirage,L,13,16
Mirage,L,15,15
Inferno,L,9,16
Cache,L,8,16
Dust2,W,16,10
Mirage,L,13,16
Inferno,W,16,13
Cache,L,11,16
Dust2,W,16,1
Mirage,W,16,11
Mirage,W,16,14
Dust2,W,16,8
Dust2,L,14,16
Mirage,L,9,16
Mirage,W,16,13
Dust2,W,16,11
Dust2,W,16,6
Inferno,W,16,13
Train,L,7,16
Mirage,W,26,22
Inferno,W,16,10
Dust2,L,16,21
Mirage,W,16,3
Inferno,L,8,16
Mirage,W,16,2
Dust2,W,16,4
Dust2,W,16,13
Dust2,W,16,14
Season,L,9,16
Mirage,W,16,13
Cache,W,16,7
Mirage,W,16,8
Mirage,W,16,11
Train,W,16,3
Train,L,9,16
Mirage,W,16,14
Season,L,10,16
Dust2,W,16,12
Season,W,16,7
Inferno,L,10,16
Dust2,L,14,16
Dust2,W,16,8
Season,W,16,12
Train,L,16,19
Inferno,L,5,16
Inferno,W,16,8
Mirage,W,16,10
Mirage,W,16,9
Inferno,W,16,9
Dust2,W,16,5
Mirage,W,16,11
Dust2,L,14,16
Inferno,W,16,8
Dust2,W,16,13
Mirage,W,16,11
Dust2,W,16,9
Train,W,19,15
Dust2,W,16,3
Inferno,L,11,16
Train,W,16,13
Dust2,W,16,10
Dust2,L,17,19
Inferno,W,16,10
Mirage,W,16,7
Train,L,15,15
Train,W,16,9
Dust2,W,16,8
Inferno,W,16,12
Mirage,L,12,16
Train,W,16,14
Mirage,W,16,12
Mirage,L,8,16
Mirage,W,16,9
Train,W,16,4
Inferno,L,11,16
Dust2,L,13,16
Inferno,L,8,16
Dust2,L,13,16
Train,L,13,16
Inferno,W,16,6
Mirage,W,16,10
Mirage,W,16,8
Dust2,L,14,16
Train,W,26,23
Inferno,L,5,16
Dust2,W,16,11
Dust2,W,16,9
Inferno,W,16,6
Nuke,L,8,16
Mirage,W,16,14
Train,L,14,16
Inferno,W,16,14
Mirage,W,16,10
Inferno,W,16,11
Dust2,W,16,13
Nuke,L,17,21
Inferno,L,9,16
Dust2,W,16,7
Cache,L,4,16
Dust2,L,11,16
Mirage,W,16,12
Inferno,L,9,16
Dust2,W,16,14
Train,W,16,6
Dust2,W,16,11
Inferno,L,11,16
Mirage,W,16,5
Dust2,L,9,16
Mirage,W,16,13
Dust2,W,16,8
Inferno,L,11,16
Inferno,W,16,9
Dust2,L,15,15
Inferno,L,9,16
Train,W,16,13
Mirage,L,15,15
Inferno,W,16,5
Mirage,L,13,16
Mirage,L,9,16
Dust2,W,16,8
Inferno,L,9,16
Dust2,L,16,19
Mirage,W,16,10
Inferno,L,14,16
Train,L,4,16
Inferno,W,25,23
Mirage,L,4,16
Dust2,W,16,12
Inferno,L,8,16
Inferno,L,5,16
Dust2,L,2,16
Dust2,W,31,28
Dust2_se,W,16,11
Dust2_se,W,16,12
Mirage_ce,L,15,15
Mirage_ce,L,6,16
Inferno_se,W,16,7
Dust2_se,L,5,16
Inferno_se,W,16,9
Inferno_se,W,16,4
Inferno_se,L,12,16
Mirage_ce,L,3,16
Inferno_se,L,14,16
Inferno_se,W,16,9
Mirage_ce,W,16,8
Dust2_se,L,11,16
Train_se,L,11,16
Mirage_ce,W,16,7
Dust2_se,W,16,13
Mirage_ce,W,16,8
Dust2_se,W,16,3
Mirage_ce,L,10,16
Dust2_se,W,16,5
Cache,L,3,16
Mirage_ce,W,16,12
Dust2_se,W,16,14
Inferno_se,L,11,16
Inferno_se,L,15,15
Mirage_ce,L,9,16
Dust2_se,L,5,16
Dust2_se,L,15,15
Mirage_ce,L,15,15
Inferno_se,W,16,14
Dust2_se,L,15,15
Dust2_se,W,16,1
Mirage_ce,W,16,7
Dust2_se,L,17,21
Dust2_se,W,16,8
Mirage_ce,L,15,15
Train_se,L,12,16
Mirage_ce,L,12,16
Inferno_se,W,16,7
Inferno_se,W,16,7
Mirage_ce,W,16,8
Train_se,W,16,11
Mirage_ce,W,16,2
Dust2_se,W,16,4
Mirage_ce,W,16,3
Mirage_ce,W,16,8
Inferno_se,W,16,9
Nuke_se,L,2,16
Inferno_se,L,8,16
Train_se,W,16,9
Dust2_se,W,16,12
Dust2_se,W,16,14
Mirage_ce,W,16,5
Inferno_se,L,16,19
Inferno_se,W,19,16
Mirage_ce,W,16,10
Dust2_se,L,10,16
Train_se,L,2,16
Mirage_ce,W,16,13
Dust2_se,L,14,16
Dust2_se,L,13,16
Train_se,L,11,16
Inferno_se,W,16,13
Train_se,W,16,4
Train_se,W,16,11
Mirage_ce,W,16,8
Train_se,L,15,15
Dust2_se,L,6,16
Dust2_se,W,16,4
Dust2_se,L,10,16
Dust2_se,W,16,10
Mirage_ce,L,13,16
Mirage_ce,W,16,13
Dust2_se,L,13,16
Mirage_ce,W,16,8
Inferno_se,L,11,16
Mirage_ce,L,18,21
Mirage_ce,W,16,5
Mirage_ce,W,16,13
Mirage_ce,L,4,16
Dust2_se,W,16,5
Dust2_se,W,21,17
Inferno_se,W,16,12
Dust2_se,L,5,16
Train_se,L,3,16
Dust2_se,W,19,15
Train_se,W,16,9
Dust2_se,L,13,16
Inferno_se,L,14,16
Dust2_se,W,22,18
Train_se,W,16,6
Mirage_ce,L,10,16
Inferno_se,L,13,16
Mirage_ce,W,16,12
Train_se,L,13,16
Inferno_se,W,16,8
Mirage_ce,W,16,6
Train_se,L,5,16
Train_se,L,5,16
Inferno_se,L,12,16
Dust2_se,W,16,6
Dust2_se,W,16,12
Mirage_ce,W,16,7
Dust2_se,L,13,16
Mirage_ce,W,16,7
Mirage_ce,L,4,16
Dust2_se,W,16,7
Dust2_se,W,21,18
Mirage_ce,L,3,16
Dust2_se,W,16,7
Mirage_ce,W,16,11
Mirage_ce,W,16,6
Inferno_se,L,14,16
Dust2_se,W,16,11
Mirage_ce,L,30,34
Train_se,L,15,15
Train_se,W,16,4
Train_se,W,16,6
Dust2_se,W,16,7
Mirage_ce,W,16,7
Mirage_ce,W,16,9
Train_se,L,9,16
Dust2_se,L,10,16
Mirage_ce,L,5,16
Dust2_se,L,9,16
Train_se,L,8,16
Mirage_ce,W,16,7
Dust2_se,W,16,3
Mirage_ce,L,14,16
Mirage_ce,W,16,9
Train_se,L,3,16
